date,dateHijri,adhanFajr,iqamaFajr,shourouk,adhanDhuhr,iqamaDhuhr,adhanAsr,iqamaAsr,adhanMaghrib,iqamaMaghrib,adhanIsha,iqamaIsha,Jumua1,Jumua2
04/22/2020,"AlArbia'a, 22 Rabi' Thani, 2020",4:26 AM,5:00 AM,5:57 AM,12:53 PM,1:15 PM,5:45 PM,6:30 PM,7:53 PM,7:53 PM,9:21 PM,9:35 PM,1:15 PM,2:15 PM
04/23/2020,"AlKhamis, 23 Rabi' Thani, 2020",4:24 AM,5:00 AM,5:55 AM,12:53 PM,1:15 PM,5:46 PM,6:30 PM,7:54 PM,7:54 PM,9:23 PM,9:35 PM,1:15 PM,2:15 PM
04/24/2020,"AlJumaa, 24 Rabi' Thani, 2020",4:22 AM,4:30 AM,5:54 AM,12:53 PM,1:15 PM,5:47 PM,6:30 PM,7:55 PM,7:55 PM,9:25 PM,9:35 PM,1:15 PM,2:15 PM
04/25/2020,"AsSabt, 25 Rabi' Thani, 2020",4:19 AM,4:30 AM,5:52 AM,12:53 PM,1:15 PM,5:48 PM,6:30 PM,7:56 PM,7:56 PM,9:26 PM,9:35 PM,1:15 PM,2:15 PM
04/26/2020,"AlAhad, 26 Rabi' Thani, 2020",4:17 AM,4:30 AM,5:51 AM,12:53 PM,1:15 PM,5:49 PM,6:30 PM,7:58 PM,7:58 PM,9:28 PM,9:40 PM,1:15 PM,2:15 PM
04/27/2020,"AlEthnien, 27 Rabi' Thani, 2020",4:15 AM,4:25 AM,5:49 AM,12:53 PM,1:15 PM,5:49 PM,6:30 PM,7:59 PM,7:59 PM,9:30 PM,9:40 PM,1:15 PM,2:15 PM
04/28/2020,"AthThulatha, 28 Rabi' Thani, 2020",4:13 AM,4:25 AM,5:47 AM,12:52 PM,1:15 PM,5:50 PM,6:40 PM,8:00 PM,8:00 PM,9:32 PM,9:40 PM,1:15 PM,2:15 PM
04/29/2020,"AlArbia'a, 29 Rabi' Thani, 2020",4:11 AM,4:25 AM,5:46 AM,12:52 PM,1:15 PM,5:51 PM,6:40 PM,8:02 PM,8:02 PM,9:33 PM,9:45 PM,1:15 PM,2:15 PM
04/30/2020,"AlKhamis, 30 Rabi' Thani, 2020",4:09 AM,4:20 AM,5:44 AM,12:52 PM,1:15 PM,5:52 PM,6:40 PM,8:03 PM,8:03 PM,9:35 PM,9:45 PM,1:15 PM,2:15 PM
05/01/2020,"AlJumaa, 01 Jamada El Oula, 2020",4:07 AM,4:20 AM,5:43 AM,12:52 PM,1:15 PM,5:52 PM,6:40 PM,8:04 PM,8:04 PM,8:04 PM,9:45 PM,1:15 PM,2:15 PM
05/02/2020,"AsSabt, 02 Jamada El Oula, 2020",4:05 AM,4:20 AM,5:41 AM,12:52 PM,1:15 PM,5:53 PM,6:40 PM,8:05 PM,8:05 PM,8:05 PM,9:50 PM,1:15 PM,2:15 PM
05/03/2020,"AlAhad, 03 Jamada El Oula, 2020",4:03 AM,4:10 AM,5:40 AM,12:52 PM,1:15 PM,5:54 PM,6:40 PM,8:07 PM,8:07 PM,8:07 PM,9:50 PM,1:15 PM,2:15 PM
05/04/2020,"AlEthnien, 04 Jamada El Oula, 2020",4:01 AM,4:10 AM,5:38 AM,12:52 PM,1:15 PM,5:55 PM,6:40 PM,8:08 PM,8:08 PM,8:08 PM,9:50 PM,1:15 PM,2:15 PM
05/05/2020,"AthThulatha, 05 Jamada El Oula, 2020",3:59 AM,4:10 AM,5:37 AM,12:52 PM,1:15 PM,5:55 PM,6:50 PM,8:09 PM,8:09 PM,8:09 PM,9:55 PM,1:15 PM,2:15 PM
05/06/2020,"AlArbia'a, 06 Jamada El Oula, 2020",3:57 AM,4:10 AM,5:35 AM,12:51 PM,1:15 PM,5:56 PM,6:50 PM,8:10 PM,8:10 PM,8:10 PM,9:55 PM,1:15 PM,2:15 PM
05/07/2020,"AlKhamis, 07 Jamada El Oula, 2020",3:55 AM,4:05 AM,5:34 AM,12:51 PM,1:15 PM,5:57 PM,6:50 PM,8:12 PM,8:12 PM,8:12 PM,9:55 PM,1:15 PM,2:15 PM
05/08/2020,"AlJumaa, 08 Jamada El Oula, 2020",3:53 AM,4:05 AM,5:33 AM,12:51 PM,1:15 PM,5:58 PM,6:50 PM,8:13 PM,8:13 PM,8:13 PM,10:00 PM,1:15 PM,2:15 PM
05/09/2020,"AsSabt, 09 Jamada El Oula, 2020",3:51 AM,4:00 AM,5:31 AM,12:51 PM,1:15 PM,5:58 PM,6:50 PM,8:14 PM,8:14 PM,8:14 PM,10:00 PM,1:15 PM,2:15 PM
05/10/2020,"AlAhad, 10 Jamada El Oula, 2020",3:49 AM,4:00 AM,5:30 AM,12:51 PM,1:15 PM,5:59 PM,6:50 PM,8:15 PM,8:15 PM,8:15 PM,10:00 PM,1:15 PM,2:15 PM
05/11/2020,"AlEthnien, 11 Jamada El Oula, 2020",3:47 AM,4:00 AM,5:29 AM,12:51 PM,1:15 PM,6:00 PM,6:50 PM,8:17 PM,8:17 PM,8:17 PM,10:05 PM,1:15 PM,2:15 PM
05/12/2020,"AthThulatha, 12 Jamada El Oula, 2020",3:46 AM,3:50 AM,5:27 AM,12:51 PM,1:15 PM,6:00 PM,7:00 PM,8:18 PM,8:18 PM,8:18 PM,10:05 PM,1:15 PM,2:15 PM
05/13/2020,"AlArbia'a, 13 Jamada El Oula, 2020",3:44 AM,3:50 AM,5:26 AM,12:51 PM,1:15 PM,6:01 PM,7:00 PM,8:19 PM,8:19 PM,8:19 PM,10:05 PM,1:15 PM,2:15 PM
05/14/2020,"AlKhamis, 14 Jamada El Oula, 2020",3:42 AM,3:50 AM,5:25 AM,12:51 PM,1:15 PM,6:02 PM,7:00 PM,8:20 PM,8:20 PM,8:20 PM,10:10 PM,1:15 PM,2:15 PM
05/15/2020,"AlJumaa, 15 Jamada El Oula, 2020",3:40 AM,3:50 AM,5:24 AM,12:51 PM,1:15 PM,6:03 PM,7:00 PM,8:21 PM,8:21 PM,8:21 PM,10:10 PM,1:15 PM,2:15 PM
05/16/2020,"AsSabt, 16 Jamada El Oula, 2020",3:38 AM,3:45 AM,5:23 AM,12:51 PM,1:15 PM,6:03 PM,7:00 PM,8:22 PM,8:22 PM,8:22 PM,10:10 PM,1:15 PM,2:15 PM
05/17/2020,"AlAhad, 17 Jamada El Oula, 2020",3:37 AM,3:45 AM,5:22 AM,12:51 PM,1:15 PM,6:04 PM,7:00 PM,8:24 PM,8:24 PM,8:24 PM,10:15 PM,1:15 PM,2:15 PM
05/18/2020,"AlEthnien, 18 Jamada El Oula, 2020",3:35 AM,3:45 AM,5:20 AM,12:51 PM,1:15 PM,6:05 PM,7:00 PM,8:25 PM,8:25 PM,8:25 PM,10:15 PM,1:15 PM,2:15 PM
05/19/2020,"AthThulatha, 19 Jamada El Oula, 2020",3:33 AM,3:40 AM,5:19 AM,12:51 PM,1:15 PM,6:05 PM,7:00 PM,8:26 PM,8:26 PM,8:26 PM,10:15 PM,1:15 PM,2:15 PM
05/20/2020,"AlArbia'a, 20 Jamada El Oula, 2020",3:32 AM,3:40 AM,5:18 AM,12:51 PM,1:15 PM,6:06 PM,7:00 PM,8:27 PM,8:27 PM,8:27 PM,10:20 PM,1:15 PM,2:15 PM
05/21/2020,"AlKhamis, 21 Jamada El Oula, 2020",3:30 AM,3:40 AM,5:17 AM,12:51 PM,1:15 PM,6:07 PM,7:00 PM,8:28 PM,8:28 PM,8:28 PM,10:20 PM,1:15 PM,2:15 PM
05/22/2020,"AlJumaa, 22 Jamada El Oula, 2020",3:29 AM,3:40 AM,5:16 AM,12:51 PM,1:15 PM,6:07 PM,7:00 PM,8:29 PM,8:29 PM,8:29 PM,10:20 PM,1:15 PM,2:15 PM
05/23/2020,"AsSabt, 23 Jamada El Oula, 2020",3:27 AM,3:40 AM,5:16 AM,12:52 PM,1:15 PM,6:08 PM,7:00 PM,8:30 PM,8:30 PM,8:30 PM,10:20 PM,1:15 PM,2:15 PM
05/24/2020,"AlAhad, 24 Jamada El Oula, 2020",3:26 AM,4:40 AM,5:15 AM,12:52 PM,1:15 PM,6:08 PM,7:00 PM,8:31 PM,8:31 PM,8:31 PM,10:30 PM,1:15 PM,2:15 PM
05/25/2020,"AlEthnien, 25 Jamada El Oula, 2020",3:24 AM,4:40 AM,5:14 AM,12:52 PM,1:15 PM,6:09 PM,7:00 PM,8:32 PM,8:32 PM,8:32 PM,10:30 PM,1:15 PM,2:15 PM
05/26/2020,"AthThulatha, 26 Jamada El Oula, 2020",3:23 AM,4:40 AM,5:13 AM,12:52 PM,1:15 PM,6:10 PM,7:00 PM,8:33 PM,8:33 PM,8:33 PM,10:30 PM,1:15 PM,2:15 PM
05/27/2020,"AlArbia'a, 27 Jamada El Oula, 2020",3:22 AM,4:40 AM,5:12 AM,12:52 PM,1:15 PM,6:10 PM,7:00 PM,8:34 PM,8:34 PM,8:34 PM,10:30 PM,1:15 PM,2:15 PM
05/28/2020,"AlKhamis, 28 Jamada El Oula, 2020",3:20 AM,4:40 AM,5:11 AM,12:52 PM,1:15 PM,6:11 PM,7:00 PM,8:35 PM,8:35 PM,8:35 PM,10:30 PM,1:15 PM,2:15 PM
05/29/2020,"AlJumaa, 29 Jamada El Oula, 2020",3:19 AM,4:40 AM,5:11 AM,12:52 PM,1:15 PM,6:11 PM,7:00 PM,8:36 PM,8:36 PM,8:36 PM,10:30 PM,1:15 PM,2:15 PM
05/30/2020,"AsSabt, 30 Jamada El Oula, 2020",3:18 AM,4:40 AM,5:10 AM,12:52 PM,1:15 PM,6:12 PM,7:00 PM,8:37 PM,8:37 PM,8:37 PM,10:30 PM,1:15 PM,2:15 PM
05/31/2020,"AlAhad, 31 Jamada El Oula, 2020",3:17 AM,4:40 AM,5:09 AM,12:52 PM,1:15 PM,6:12 PM,7:00 PM,8:38 PM,8:38 PM,8:38 PM,10:30 PM,1:15 PM,2:15 PM
06/01/2020,"AlEthnien, 01 Jamada El Thaniah, 2020",3:15 AM,4:40 AM,5:09 AM,12:53 PM,1:15 PM,6:13 PM,7:00 PM,8:39 PM,8:39 PM,10:30 PM,10:35 PM,1:15 PM,2:15 PM
06/02/2020,"AthThulatha, 02 Jamada El Thaniah, 2020",3:14 AM,4:30 AM,5:08 AM,12:53 PM,1:15 PM,6:14 PM,7:10 PM,8:40 PM,8:40 PM,10:31 PM,10:45 PM,1:15 PM,2:15 PM
06/03/2020,"AlArbia'a, 03 Jamada El Thaniah, 2020",3:13 AM,4:30 AM,5:08 AM,12:53 PM,1:15 PM,6:14 PM,7:10 PM,8:41 PM,8:41 PM,10:32 PM,10:45 PM,1:15 PM,2:15 PM
06/04/2020,"AlKhamis, 04 Jamada El Thaniah, 2020",3:13 AM,4:30 AM,5:07 AM,12:53 PM,1:15 PM,6:15 PM,7:10 PM,8:41 PM,8:41 PM,10:34 PM,10:45 PM,1:15 PM,2:15 PM
06/05/2020,"AlJumaa, 05 Jamada El Thaniah, 2020",3:12 AM,4:30 AM,5:07 AM,12:53 PM,1:15 PM,6:15 PM,7:10 PM,8:42 PM,8:42 PM,10:35 PM,10:45 PM,1:15 PM,2:15 PM
06/06/2020,"AsSabt, 06 Jamada El Thaniah, 2020",3:11 AM,4:30 AM,5:06 AM,12:53 PM,1:15 PM,6:15 PM,7:10 PM,8:43 PM,8:43 PM,10:36 PM,10:45 PM,1:15 PM,2:15 PM
06/07/2020,"AlAhad, 07 Jamada El Thaniah, 2020",3:10 AM,4:30 AM,5:06 AM,12:54 PM,1:15 PM,6:16 PM,7:10 PM,8:44 PM,8:44 PM,10:37 PM,10:45 PM,1:15 PM,2:15 PM
06/08/2020,"AlEthnien, 08 Jamada El Thaniah, 2020",3:09 AM,4:30 AM,5:06 AM,12:54 PM,1:15 PM,6:16 PM,7:10 PM,8:44 PM,8:44 PM,10:38 PM,10:45 PM,1:15 PM,2:15 PM
06/09/2020,"AthThulatha, 09 Jamada El Thaniah, 2020",3:09 AM,4:30 AM,5:05 AM,12:54 PM,1:15 PM,6:17 PM,7:10 PM,8:45 PM,8:45 PM,10:39 PM,10:50 PM,1:15 PM,2:15 PM
06/10/2020,"AlArbia'a, 10 Jamada El Thaniah, 2020",3:08 AM,4:30 AM,5:05 AM,12:54 PM,1:15 PM,6:17 PM,7:10 PM,8:46 PM,8:46 PM,10:40 PM,10:50 PM,1:15 PM,2:15 PM
06/11/2020,"AlKhamis, 11 Jamada El Thaniah, 2020",3:08 AM,4:30 AM,5:05 AM,12:54 PM,1:15 PM,6:18 PM,7:10 PM,8:46 PM,8:46 PM,10:41 PM,10:50 PM,1:15 PM,2:15 PM
06/12/2020,"AlJumaa, 12 Jamada El Thaniah, 2020",3:07 AM,4:30 AM,5:05 AM,12:55 PM,1:15 PM,6:18 PM,7:10 PM,8:47 PM,8:47 PM,10:42 PM,10:50 PM,1:15 PM,2:15 PM
06/13/2020,"AsSabt, 13 Jamada El Thaniah, 2020",3:07 AM,4:30 AM,5:05 AM,12:55 PM,1:15 PM,6:18 PM,7:10 PM,8:47 PM,8:47 PM,10:43 PM,10:50 PM,1:15 PM,2:15 PM
06/14/2020,"AlAhad, 14 Jamada El Thaniah, 2020",3:07 AM,4:30 AM,5:05 AM,12:55 PM,1:15 PM,6:19 PM,7:10 PM,8:48 PM,8:48 PM,10:44 PM,10:50 PM,1:15 PM,2:15 PM
06/15/2020,"AlEthnien, 15 Jamada El Thaniah, 2020",3:06 AM,4:30 AM,5:05 AM,12:55 PM,1:15 PM,6:19 PM,7:10 PM,8:48 PM,8:48 PM,10:44 PM,10:50 PM,1:15 PM,2:15 PM
06/16/2020,"AthThulatha, 16 Jamada El Thaniah, 2020",3:06 AM,4:30 AM,5:04 AM,12:55 PM,1:15 PM,6:19 PM,7:10 PM,8:49 PM,8:49 PM,10:45 PM,10:50 PM,1:15 PM,2:15 PM
06/17/2020,"AlArbia'a, 17 Jamada El Thaniah, 2020",3:06 AM,4:30 AM,5:05 AM,12:56 PM,1:15 PM,6:20 PM,7:10 PM,8:49 PM,8:49 PM,10:45 PM,10:50 PM,1:15 PM,2:15 PM
06/18/2020,"AlKhamis, 18 Jamada El Thaniah, 2020",3:06 AM,4:30 AM,5:05 AM,12:56 PM,1:15 PM,6:20 PM,7:10 PM,8:49 PM,8:49 PM,10:46 PM,10:50 PM,1:15 PM,2:15 PM
06/19/2020,"AlJumaa, 19 Jamada El Thaniah, 2020",3:06 AM,4:30 AM,5:05 AM,12:56 PM,1:15 PM,6:20 PM,7:10 PM,8:50 PM,8:50 PM,10:46 PM,10:50 PM,1:15 PM,2:15 PM
06/20/2020,"AsSabt, 20 Jamada El Thaniah, 2020",3:06 AM,4:30 AM,5:05 AM,12:56 PM,1:15 PM,6:20 PM,7:10 PM,8:50 PM,8:50 PM,10:46 PM,10:50 PM,1:15 PM,2:15 PM
06/21/2020,"AlAhad, 21 Jamada El Thaniah, 2020",3:06 AM,4:30 AM,5:05 AM,12:57 PM,1:15 PM,6:21 PM,7:10 PM,8:50 PM,8:50 PM,10:47 PM,10:50 PM,1:15 PM,2:15 PM
06/22/2020,"AlEthnien, 22 Jamada El Thaniah, 2020",3:07 AM,4:30 AM,5:05 AM,12:57 PM,1:15 PM,6:21 PM,7:10 PM,8:50 PM,8:50 PM,10:47 PM,10:50 PM,1:15 PM,2:15 PM
06/23/2020,"AthThulatha, 23 Jamada El Thaniah, 2020",3:07 AM,4:30 AM,5:05 AM,12:57 PM,1:15 PM,6:21 PM,7:10 PM,8:51 PM,8:51 PM,10:47 PM,10:50 PM,1:15 PM,2:15 PM
06/24/2020,"AlArbia'a, 24 Jamada El Thaniah, 2020",3:08 AM,4:30 AM,5:06 AM,12:57 PM,1:15 PM,6:21 PM,7:10 PM,8:51 PM,8:51 PM,10:47 PM,10:50 PM,1:15 PM,2:15 PM
06/25/2020,"AlKhamis, 25 Jamada El Thaniah, 2020",3:08 AM,4:30 AM,5:06 AM,12:57 PM,1:15 PM,6:21 PM,7:10 PM,8:51 PM,8:51 PM,10:47 PM,10:50 PM,1:15 PM,2:15 PM
06/26/2020,"AlJumaa, 26 Jamada El Thaniah, 2020",3:09 AM,4:30 AM,5:06 AM,12:58 PM,1:15 PM,6:22 PM,7:10 PM,8:51 PM,8:51 PM,10:47 PM,10:50 PM,1:15 PM,2:15 PM
06/27/2020,"AsSabt, 27 Jamada El Thaniah, 2020",3:09 AM,4:30 AM,5:07 AM,12:58 PM,1:15 PM,6:22 PM,7:10 PM,8:51 PM,8:51 PM,10:47 PM,10:50 PM,1:15 PM,2:15 PM
06/28/2020,"AlAhad, 28 Jamada El Thaniah, 2020",3:10 AM,4:30 AM,5:07 AM,12:58 PM,1:15 PM,6:22 PM,7:10 PM,8:51 PM,8:51 PM,10:46 PM,10:50 PM,1:15 PM,2:15 PM
06/29/2020,"AlEthnien, 29 Jamada El Thaniah, 2020",3:11 AM,4:30 AM,5:08 AM,12:58 PM,1:15 PM,6:22 PM,7:10 PM,8:51 PM,8:51 PM,10:46 PM,10:50 PM,1:15 PM,2:15 PM
06/30/2020,"AthThulatha, 30 Jamada El Thaniah, 2020",3:11 AM,4:30 AM,5:08 AM,12:58 PM,1:15 PM,6:22 PM,7:10 PM,8:50 PM,8:50 PM,10:46 PM,10:50 PM,1:15 PM,2:15 PM
07/01/2020,"AlArbia'a, 01 Rajab, 2020",3:12 AM,4:30 AM,5:09 AM,12:59 PM,1:15 PM,6:22 PM,7:10 PM,8:50 PM,8:50 PM,10:45 PM,10:50 PM,1:15 PM,2:15 PM
07/02/2020,"AlKhamis, 02 Rajab, 2020",3:13 AM,4:30 AM,5:09 AM,12:59 PM,1:15 PM,6:22 PM,7:10 PM,8:50 PM,8:50 PM,10:45 PM,10:50 PM,1:15 PM,2:15 PM
07/03/2020,"AlJumaa, 03 Rajab, 2020",3:14 AM,4:30 AM,5:10 AM,12:59 PM,1:15 PM,6:22 PM,7:10 PM,8:50 PM,8:50 PM,10:44 PM,10:50 PM,1:15 PM,2:15 PM
07/04/2020,"AsSabt, 04 Rajab, 2020",3:15 AM,4:30 AM,5:11 AM,12:59 PM,1:15 PM,6:22 PM,7:10 PM,8:50 PM,8:50 PM,10:43 PM,10:50 PM,1:15 PM,2:15 PM
07/05/2020,"AlAhad, 05 Rajab, 2020",3:16 AM,4:30 AM,5:11 AM,12:59 PM,1:15 PM,6:22 PM,7:10 PM,8:49 PM,8:49 PM,10:43 PM,10:50 PM,1:15 PM,2:15 PM
07/06/2020,"AlEthnien, 06 Rajab, 2020",3:17 AM,4:30 AM,5:12 AM,1:00 PM,1:15 PM,6:21 PM,7:10 PM,8:49 PM,8:49 PM,10:42 PM,10:50 PM,1:15 PM,2:15 PM
07/07/2020,"AthThulatha, 07 Rajab, 2020",3:19 AM,4:30 AM,5:13 AM,1:00 PM,1:15 PM,6:21 PM,7:00 PM,8:48 PM,8:48 PM,10:41 PM,10:45 PM,1:15 PM,2:15 PM
07/08/2020,"AlArbia'a, 08 Rajab, 2020",3:20 AM,4:30 AM,5:13 AM,1:00 PM,1:15 PM,6:21 PM,7:00 PM,8:48 PM,8:48 PM,10:40 PM,10:45 PM,1:15 PM,2:15 PM
07/09/2020,"AlKhamis, 09 Rajab, 2020",3:21 AM,4:30 AM,5:14 AM,1:00 PM,1:15 PM,6:21 PM,7:00 PM,8:48 PM,8:48 PM,10:39 PM,10:45 PM,1:15 PM,2:15 PM
07/10/2020,"AlJumaa, 10 Rajab, 2020",3:22 AM,4:30 AM,5:15 AM,1:00 PM,1:15 PM,6:21 PM,7:00 PM,8:47 PM,8:47 PM,10:38 PM,10:45 PM,1:15 PM,2:15 PM
07/11/2020,"AsSabt, 11 Rajab, 2020",3:24 AM,4:30 AM,5:16 AM,1:00 PM,1:15 PM,6:20 PM,7:00 PM,8:46 PM,8:46 PM,10:37 PM,10:45 PM,1:15 PM,2:15 PM
07/12/2020,"AlAhad, 12 Rajab, 2020",3:25 AM,4:30 AM,5:17 AM,1:00 PM,1:15 PM,6:20 PM,7:00 PM,8:46 PM,8:46 PM,10:36 PM,10:45 PM,1:15 PM,2:15 PM
07/13/2020,"AlEthnien, 13 Rajab, 2020",3:27 AM,4:30 AM,5:17 AM,1:01 PM,1:15 PM,6:20 PM,7:00 PM,8:45 PM,8:45 PM,10:35 PM,10:45 PM,1:15 PM,2:15 PM
07/14/2020,"AthThulatha, 14 Rajab, 2020",3:28 AM,4:40 AM,5:18 AM,1:01 PM,1:15 PM,6:20 PM,7:00 PM,8:45 PM,8:45 PM,10:33 PM,10:35 PM,1:15 PM,2:15 PM
07/15/2020,"AlArbia'a, 15 Rajab, 2020",3:30 AM,4:40 AM,5:19 AM,1:01 PM,1:15 PM,6:19 PM,7:00 PM,8:44 PM,8:44 PM,10:32 PM,10:35 PM,1:15 PM,2:15 PM
07/16/2020,"AlKhamis, 16 Rajab, 2020",3:31 AM,4:40 AM,5:20 AM,1:01 PM,1:15 PM,6:19 PM,7:00 PM,8:43 PM,8:43 PM,10:31 PM,10:35 PM,1:15 PM,2:15 PM
07/17/2020,"AlJumaa, 17 Rajab, 2020",3:33 AM,4:40 AM,5:21 AM,1:01 PM,1:15 PM,6:19 PM,7:00 PM,8:42 PM,8:42 PM,10:29 PM,10:35 PM,1:15 PM,2:15 PM
07/18/2020,"AsSabt, 18 Rajab, 2020",3:34 AM,4:40 AM,5:22 AM,1:01 PM,1:15 PM,6:18 PM,7:00 PM,8:41 PM,8:41 PM,10:28 PM,10:35 PM,1:15 PM,2:15 PM
07/19/2020,"AlAhad, 19 Rajab, 2020",3:36 AM,4:40 AM,5:23 AM,1:01 PM,1:15 PM,6:18 PM,7:00 PM,8:41 PM,8:41 PM,10:26 PM,10:35 PM,1:15 PM,2:15 PM
07/20/2020,"AlEthnien, 20 Rajab, 2020",3:37 AM,4:40 AM,5:24 AM,1:01 PM,1:15 PM,6:17 PM,7:00 PM,8:40 PM,8:40 PM,10:25 PM,10:35 PM,1:15 PM,2:15 PM
07/21/2020,"AthThulatha, 21 Rajab, 2020",3:39 AM,4:50 AM,5:25 AM,1:01 PM,1:15 PM,6:17 PM,7:00 PM,8:39 PM,8:39 PM,10:23 PM,10:25 PM,1:15 PM,2:15 PM
07/22/2020,"AlArbia'a, 22 Rajab, 2020",3:41 AM,4:50 AM,5:26 AM,1:01 PM,1:15 PM,6:16 PM,7:00 PM,8:38 PM,8:38 PM,10:22 PM,10:25 PM,1:15 PM,2:15 PM
07/23/2020,"AlKhamis, 23 Rajab, 2020",3:42 AM,4:50 AM,5:27 AM,1:01 PM,1:15 PM,6:16 PM,7:00 PM,8:37 PM,8:37 PM,10:20 PM,10:25 PM,1:15 PM,2:15 PM
07/24/2020,"AlJumaa, 24 Rajab, 2020",3:44 AM,4:50 AM,5:28 AM,1:01 PM,1:15 PM,6:15 PM,7:00 PM,8:36 PM,8:36 PM,10:19 PM,10:25 PM,1:15 PM,2:15 PM
07/25/2020,"AsSabt, 25 Rajab, 2020",3:46 AM,4:50 AM,5:29 AM,1:01 PM,1:15 PM,6:14 PM,7:00 PM,8:35 PM,8:35 PM,10:17 PM,10:25 PM,1:15 PM,2:15 PM
07/26/2020,"AlAhad, 26 Rajab, 2020",3:48 AM,4:50 AM,5:30 AM,1:01 PM,1:15 PM,6:14 PM,7:00 PM,8:34 PM,8:34 PM,10:15 PM,10:25 PM,1:15 PM,2:15 PM
07/27/2020,"AlEthnien, 27 Rajab, 2020",3:49 AM,4:50 AM,5:32 AM,1:01 PM,1:15 PM,6:13 PM,7:00 PM,8:33 PM,8:33 PM,10:13 PM,10:25 PM,1:15 PM,2:15 PM
07/28/2020,"AthThulatha, 28 Rajab, 2020",3:51 AM,4:50 AM,5:33 AM,1:01 PM,1:15 PM,6:12 PM,7:00 PM,8:31 PM,8:31 PM,10:12 PM,10:15 PM,1:15 PM,2:15 PM
07/29/2020,"AlArbia'a, 29 Rajab, 2020",3:53 AM,4:50 AM,5:34 AM,1:01 PM,1:15 PM,6:12 PM,7:00 PM,8:30 PM,8:30 PM,10:10 PM,10:15 PM,1:15 PM,2:15 PM
07/30/2020,"AlKhamis, 30 Rajab, 2020",3:55 AM,4:50 AM,5:35 AM,1:01 PM,1:15 PM,6:11 PM,7:00 PM,8:29 PM,8:29 PM,10:08 PM,10:15 PM,1:15 PM,2:15 PM
07/31/2020,"AlJumaa, 31 Rajab, 2020",3:56 AM,4:50 AM,5:36 AM,1:01 PM,1:15 PM,6:10 PM,7:00 PM,8:28 PM,8:28 PM,10:06 PM,10:15 PM,1:15 PM,2:15 PM
08/01/2020,"AsSabt, 01 Sha'ban, 2020",3:58 AM,4:50 AM,5:37 AM,1:01 PM,1:15 PM,6:09 PM,7:00 PM,8:26 PM,8:26 PM,10:04 PM,10:15 PM,1:15 PM,2:15 PM
08/02/2020,"AlAhad, 02 Sha'ban, 2020",4:00 AM,4:50 AM,5:38 AM,1:01 PM,1:15 PM,6:09 PM,7:00 PM,8:25 PM,8:25 PM,10:02 PM,10:15 PM,1:15 PM,2:15 PM
08/03/2020,"AlEthnien, 03 Sha'ban, 2020",4:02 AM,4:50 AM,5:40 AM,1:01 PM,1:15 PM,6:08 PM,7:00 PM,8:24 PM,8:24 PM,10:01 PM,10:15 PM,1:15 PM,2:15 PM
08/04/2020,"AthThulatha, 04 Sha'ban, 2020",4:03 AM,5:00 AM,5:41 AM,1:01 PM,1:15 PM,6:07 PM,6:50 PM,8:22 PM,8:22 PM,9:59 PM,10:00 PM,1:15 PM,2:15 PM
08/05/2020,"AlArbia'a, 05 Sha'ban, 2020",4:05 AM,5:00 AM,5:42 AM,1:01 PM,1:15 PM,6:06 PM,6:50 PM,8:21 PM,8:21 PM,9:57 PM,10:00 PM,1:15 PM,2:15 PM
08/06/2020,"AlKhamis, 06 Sha'ban, 2020",4:07 AM,5:00 AM,5:43 AM,1:01 PM,1:15 PM,6:05 PM,6:50 PM,8:20 PM,8:20 PM,9:55 PM,10:00 PM,1:15 PM,2:15 PM
08/07/2020,"AlJumaa, 07 Sha'ban, 2020",4:09 AM,5:00 AM,5:44 AM,1:01 PM,1:15 PM,6:04 PM,6:50 PM,8:18 PM,8:18 PM,9:53 PM,10:00 PM,1:15 PM,2:15 PM
08/08/2020,"AsSabt, 08 Sha'ban, 2020",4:10 AM,5:00 AM,5:45 AM,1:01 PM,1:15 PM,6:03 PM,6:50 PM,8:17 PM,8:17 PM,9:51 PM,10:00 PM,1:15 PM,2:15 PM
08/09/2020,"AlAhad, 09 Sha'ban, 2020",4:12 AM,5:00 AM,5:47 AM,1:00 PM,1:15 PM,6:02 PM,6:50 PM,8:15 PM,8:15 PM,9:49 PM,10:00 PM,1:15 PM,2:15 PM
08/10/2020,"AlEthnien, 10 Sha'ban, 2020",4:14 AM,5:00 AM,5:48 AM,1:00 PM,1:15 PM,6:01 PM,6:50 PM,8:14 PM,8:14 PM,9:47 PM,10:00 PM,1:15 PM,2:15 PM
08/11/2020,"AthThulatha, 11 Sha'ban, 2020",4:16 AM,5:10 AM,5:49 AM,1:00 PM,1:15 PM,6:00 PM,6:20 PM,8:12 PM,8:12 PM,9:45 PM,9:45 PM,1:15 PM,2:15 PM
08/12/2020,"AlArbia'a, 12 Sha'ban, 2020",4:17 AM,5:10 AM,5:50 AM,1:00 PM,1:15 PM,5:59 PM,6:20 PM,8:11 PM,8:11 PM,9:43 PM,9:45 PM,1:15 PM,2:15 PM
08/13/2020,"AlKhamis, 13 Sha'ban, 2020",4:19 AM,5:10 AM,5:51 AM,1:00 PM,1:15 PM,5:58 PM,6:20 PM,8:09 PM,8:09 PM,9:40 PM,9:45 PM,1:15 PM,2:15 PM
