,date,dateHijri,adhanFajr,iqamaFajr,shourouk,adhanDhuhr,iqamaDhuhr,adhanAsr,iqamaAsr,adhanMaghrib,iqamaMaghrib,adhanIsha,iqamaIsha,Jumua1,Jumua2
109,04/19/2024,"AlAhad, 19 Rabi' Thani, 2024",04:31 AM,04:51 AM,06:02 AM,12:54 PM,01:15 PM,04:44 PM,05:00 PM,07:47 PM,07:52 PM,09:18 PM,09:23 PM,1:15 PM,2:15 PM
110,04/20/2024,"AlEthnien, 20 Rabi' Thani, 2024",04:29 AM,04:49 AM,06:00 AM,12:54 PM,01:15 PM,04:44 PM,05:00 PM,07:48 PM,07:53 PM,09:19 PM,09:24 PM,1:15 PM,2:15 PM
111,04/21/2024,"AthThulatha, 21 Rabi' Thani, 2024",04:27 AM,04:47 AM,05:58 AM,12:54 PM,01:15 PM,04:45 PM,05:00 PM,07:50 PM,07:55 PM,09:21 PM,09:26 PM,1:15 PM,2:15 PM
112,04/22/2024,"AlArbia'a, 22 Rabi' Thani, 2024",04:25 AM,04:45 AM,05:57 AM,12:54 PM,01:15 PM,04:45 PM,05:00 PM,07:51 PM,07:56 PM,09:23 PM,09:28 PM,1:15 PM,2:15 PM
113,04/23/2024,"AlKhamis, 23 Rabi' Thani, 2024",04:23 AM,04:43 AM,05:55 AM,12:54 PM,01:15 PM,04:46 PM,05:00 PM,07:52 PM,07:57 PM,09:25 PM,09:30 PM,1:15 PM,2:15 PM
114,04/24/2024,"AlJumaa, 24 Rabi' Thani, 2024",04:21 AM,04:41 AM,05:53 AM,12:53 PM,01:15 PM,04:46 PM,05:00 PM,07:54 PM,07:59 PM,09:26 PM,09:31 PM,1:15 PM,2:15 PM
115,04/25/2024,"AsSabt, 25 Rabi' Thani, 2024",04:19 AM,04:39 AM,05:52 AM,12:53 PM,01:15 PM,04:47 PM,05:00 PM,07:55 PM,08:00 PM,09:28 PM,09:33 PM,1:15 PM,2:15 PM
116,04/26/2024,"AlAhad, 26 Rabi' Thani, 2024",04:16 AM,04:36 AM,05:50 AM,12:53 PM,01:15 PM,04:47 PM,05:00 PM,07:56 PM,08:01 PM,09:30 PM,09:35 PM,1:15 PM,2:15 PM
117,04/27/2024,"AlEthnien, 27 Rabi' Thani, 2024",04:14 AM,04:34 AM,05:48 AM,12:53 PM,01:15 PM,04:48 PM,05:00 PM,07:57 PM,08:02 PM,09:32 PM,09:37 PM,1:15 PM,2:15 PM
118,04/28/2024,"AthThulatha, 28 Rabi' Thani, 2024",04:12 AM,04:32 AM,05:47 AM,12:53 PM,01:15 PM,04:48 PM,05:00 PM,07:59 PM,08:04 PM,09:33 PM,09:38 PM,1:15 PM,2:15 PM
119,04/29/2024,"AlArbia'a, 29 Rabi' Thani, 2024",04:10 AM,04:30 AM,05:45 AM,12:53 PM,01:15 PM,04:49 PM,05:00 PM,08:00 PM,08:05 PM,09:35 PM,09:40 PM,1:15 PM,2:15 PM
120,04/30/2024,"AlKhamis, 30 Rabi' Thani, 2024",04:08 AM,04:28 AM,05:44 AM,12:53 PM,01:15 PM,04:49 PM,05:00 PM,08:01 PM,08:06 PM,09:37 PM,09:42 PM,1:15 PM,2:15 PM
121,05/01/2024,"AlJumaa, 01 Jamada El Oula, 2024",04:06 AM,04:26 AM,05:42 AM,12:52 PM,01:15 PM,04:50 PM,05:00 PM,08:03 PM,08:08 PM,09:39 PM,09:44 PM,1:15 PM,2:15 PM
122,05/02/2024,"AsSabt, 02 Jamada El Oula, 2024",04:04 AM,04:24 AM,05:41 AM,12:52 PM,01:15 PM,04:50 PM,05:00 PM,08:04 PM,08:09 PM,09:41 PM,09:46 PM,1:15 PM,2:15 PM
123,05/03/2024,"AlAhad, 03 Jamada El Oula, 2024",04:02 AM,04:22 AM,05:39 AM,12:52 PM,01:15 PM,04:50 PM,05:00 PM,08:05 PM,08:10 PM,09:42 PM,09:47 PM,1:15 PM,2:15 PM
124,05/04/2024,"AlEthnien, 04 Jamada El Oula, 2024",04:00 AM,04:20 AM,05:38 AM,12:52 PM,01:15 PM,04:51 PM,05:00 PM,08:06 PM,08:11 PM,09:44 PM,09:49 PM,1:15 PM,2:15 PM
125,05/05/2024,"AthThulatha, 05 Jamada El Oula, 2024",03:58 AM,04:18 AM,05:36 AM,12:52 PM,01:15 PM,04:51 PM,05:15 PM,08:08 PM,08:13 PM,09:46 PM,09:51 PM,1:15 PM,2:15 PM
126,05/06/2024,"AlArbia'a, 06 Jamada El Oula, 2024",03:56 AM,04:16 AM,05:35 AM,12:52 PM,01:15 PM,04:52 PM,05:15 PM,08:09 PM,08:14 PM,09:48 PM,09:53 PM,1:15 PM,2:15 PM
127,05/07/2024,"AlKhamis, 07 Jamada El Oula, 2024",03:54 AM,04:14 AM,05:34 AM,12:52 PM,01:15 PM,04:52 PM,05:15 PM,08:10 PM,08:15 PM,09:50 PM,09:55 PM,1:15 PM,2:15 PM
128,05/08/2024,"AlJumaa, 08 Jamada El Oula, 2024",03:52 AM,04:12 AM,05:32 AM,12:52 PM,01:15 PM,04:53 PM,05:15 PM,08:11 PM,08:16 PM,09:51 PM,09:56 PM,1:15 PM,2:15 PM
129,05/09/2024,"AsSabt, 09 Jamada El Oula, 2024",03:50 AM,04:10 AM,05:31 AM,12:52 PM,01:15 PM,04:53 PM,05:15 PM,08:13 PM,08:18 PM,09:53 PM,09:58 PM,1:15 PM,2:15 PM
130,05/10/2024,"AlAhad, 10 Jamada El Oula, 2024",03:49 AM,04:09 AM,05:30 AM,12:52 PM,01:15 PM,04:53 PM,05:15 PM,08:14 PM,08:19 PM,09:55 PM,10:00 PM,1:15 PM,2:15 PM
131,05/11/2024,"AlEthnien, 11 Jamada El Oula, 2024",03:47 AM,04:07 AM,05:28 AM,12:52 PM,01:15 PM,04:54 PM,05:15 PM,08:15 PM,08:20 PM,09:57 PM,10:02 PM,1:15 PM,2:15 PM
132,05/12/2024,"AthThulatha, 12 Jamada El Oula, 2024",03:45 AM,04:05 AM,05:27 AM,12:52 PM,01:15 PM,04:54 PM,05:15 PM,08:16 PM,08:21 PM,09:59 PM,10:04 PM,1:15 PM,2:15 PM
133,05/13/2024,"AlArbia'a, 13 Jamada El Oula, 2024",03:43 AM,04:03 AM,05:26 AM,12:52 PM,01:15 PM,04:55 PM,05:15 PM,08:17 PM,08:22 PM,10:00 PM,10:05 PM,1:15 PM,2:15 PM
134,05/14/2024,"AlKhamis, 14 Jamada El Oula, 2024",03:41 AM,04:01 AM,05:25 AM,12:52 PM,01:15 PM,04:55 PM,05:15 PM,08:19 PM,08:24 PM,10:02 PM,10:07 PM,1:15 PM,2:15 PM
135,05/15/2024,"AlJumaa, 15 Jamada El Oula, 2024",03:39 AM,03:59 AM,05:24 AM,12:52 PM,01:15 PM,04:55 PM,05:15 PM,08:20 PM,08:25 PM,10:04 PM,10:09 PM,1:15 PM,2:15 PM
136,05/16/2024,"AsSabt, 16 Jamada El Oula, 2024",03:38 AM,03:58 AM,05:22 AM,12:52 PM,01:15 PM,04:56 PM,05:15 PM,08:21 PM,08:26 PM,10:06 PM,10:11 PM,1:15 PM,2:15 PM
137,05/17/2024,"AlAhad, 17 Jamada El Oula, 2024",03:36 AM,03:56 AM,05:21 AM,12:52 PM,01:15 PM,04:56 PM,05:15 PM,08:22 PM,08:27 PM,10:08 PM,10:13 PM,1:15 PM,2:15 PM
138,05/18/2024,"AlEthnien, 18 Jamada El Oula, 2024",03:34 AM,03:54 AM,05:20 AM,12:52 PM,01:15 PM,04:57 PM,05:15 PM,08:23 PM,08:28 PM,10:09 PM,10:14 PM,1:15 PM,2:15 PM
139,05/19/2024,"AthThulatha, 19 Jamada El Oula, 2024",03:33 AM,03:53 AM,05:19 AM,12:52 PM,01:15 PM,04:57 PM,05:15 PM,08:24 PM,08:29 PM,10:11 PM,10:16 PM,1:15 PM,2:15 PM
140,05/20/2024,"AlArbia'a, 20 Jamada El Oula, 2024",03:31 AM,03:51 AM,05:18 AM,12:52 PM,01:15 PM,04:57 PM,05:15 PM,08:25 PM,08:30 PM,10:13 PM,10:18 PM,1:15 PM,2:15 PM
141,05/21/2024,"AlKhamis, 21 Jamada El Oula, 2024",03:30 AM,03:50 AM,05:17 AM,12:52 PM,01:15 PM,04:58 PM,05:15 PM,08:26 PM,08:31 PM,10:14 PM,10:19 PM,1:15 PM,2:15 PM
142,05/22/2024,"AlJumaa, 22 Jamada El Oula, 2024",03:28 AM,03:48 AM,05:16 AM,12:52 PM,01:15 PM,04:58 PM,05:15 PM,08:28 PM,08:33 PM,10:16 PM,10:21 PM,1:15 PM,2:15 PM
143,05/23/2024,"AsSabt, 23 Jamada El Oula, 2024",03:27 AM,03:47 AM,05:15 AM,12:52 PM,01:15 PM,04:59 PM,05:15 PM,08:29 PM,08:34 PM,10:18 PM,10:23 PM,1:15 PM,2:15 PM
144,05/24/2024,"AlAhad, 24 Jamada El Oula, 2024",03:25 AM,03:45 AM,05:15 AM,12:52 PM,01:15 PM,04:59 PM,05:15 PM,08:30 PM,08:35 PM,10:19 PM,10:24 PM,1:15 PM,2:15 PM
145,05/25/2024,"AlEthnien, 25 Jamada El Oula, 2024",03:24 AM,03:44 AM,05:14 AM,12:52 PM,01:15 PM,04:59 PM,05:15 PM,08:31 PM,08:36 PM,10:21 PM,10:26 PM,1:15 PM,2:15 PM
146,05/26/2024,"AthThulatha, 26 Jamada El Oula, 2024",03:22 AM,03:42 AM,05:13 AM,12:52 PM,01:15 PM,05:00 PM,05:15 PM,08:32 PM,08:37 PM,10:23 PM,10:28 PM,1:15 PM,2:15 PM
147,05/27/2024,"AlArbia'a, 27 Jamada El Oula, 2024",03:21 AM,03:41 AM,05:12 AM,12:53 PM,01:15 PM,05:00 PM,05:15 PM,08:33 PM,08:38 PM,10:24 PM,10:29 PM,1:15 PM,2:15 PM
148,05/28/2024,"AlKhamis, 28 Jamada El Oula, 2024",03:20 AM,03:40 AM,05:11 AM,12:53 PM,01:15 PM,05:00 PM,05:15 PM,08:34 PM,08:39 PM,10:26 PM,10:31 PM,1:15 PM,2:15 PM
149,05/29/2024,"AlJumaa, 29 Jamada El Oula, 2024",03:19 AM,03:39 AM,05:11 AM,12:53 PM,01:15 PM,05:01 PM,05:15 PM,08:34 PM,08:39 PM,10:27 PM,10:32 PM,1:15 PM,2:15 PM
150,05/30/2024,"AsSabt, 30 Jamada El Oula, 2024",03:17 AM,03:37 AM,05:10 AM,12:53 PM,01:15 PM,05:01 PM,05:15 PM,08:35 PM,08:40 PM,10:29 PM,10:34 PM,1:15 PM,2:15 PM
151,05/31/2024,"AlAhad, 31 Jamada El Oula, 2024",03:16 AM,03:36 AM,05:10 AM,12:53 PM,01:15 PM,05:01 PM,05:15 PM,08:36 PM,08:41 PM,10:30 PM,10:35 PM,1:15 PM,2:15 PM
152,06/01/2024,"AlEthnien, 01 Jamada El Thaniah, 2024",03:15 AM,03:35 AM,05:09 AM,12:53 PM,01:15 PM,05:02 PM,05:15 PM,08:37 PM,08:42 PM,10:31 PM,10:36 PM,1:15 PM,2:15 PM
153,06/02/2024,"AthThulatha, 02 Jamada El Thaniah, 2024",03:14 AM,03:34 AM,05:08 AM,12:53 PM,01:15 PM,05:02 PM,05:15 PM,08:38 PM,08:43 PM,10:33 PM,10:38 PM,1:15 PM,2:15 PM
154,06/03/2024,"AlArbia'a, 03 Jamada El Thaniah, 2024",03:13 AM,03:33 AM,05:08 AM,12:54 PM,01:15 PM,05:03 PM,05:15 PM,08:39 PM,08:44 PM,10:34 PM,10:39 PM,1:15 PM,2:15 PM
155,06/04/2024,"AlKhamis, 04 Jamada El Thaniah, 2024",03:12 AM,03:32 AM,05:07 AM,12:54 PM,01:15 PM,05:03 PM,05:15 PM,08:40 PM,08:45 PM,10:35 PM,10:40 PM,1:15 PM,2:15 PM
156,06/05/2024,"AlJumaa, 05 Jamada El Thaniah, 2024",03:12 AM,03:32 AM,05:07 AM,12:54 PM,01:15 PM,05:03 PM,05:15 PM,08:40 PM,08:45 PM,10:36 PM,10:41 PM,1:15 PM,2:15 PM
157,06/06/2024,"AsSabt, 06 Jamada El Thaniah, 2024",03:11 AM,03:31 AM,05:07 AM,12:54 PM,01:15 PM,05:04 PM,05:15 PM,08:41 PM,08:46 PM,10:38 PM,10:43 PM,1:15 PM,2:15 PM
158,06/07/2024,"AlAhad, 07 Jamada El Thaniah, 2024",03:10 AM,03:30 AM,05:06 AM,12:54 PM,01:15 PM,05:04 PM,05:15 PM,08:42 PM,08:47 PM,10:39 PM,10:44 PM,1:15 PM,2:15 PM
159,06/08/2024,"AlEthnien, 08 Jamada El Thaniah, 2024",03:09 AM,03:29 AM,05:06 AM,12:55 PM,01:15 PM,05:04 PM,05:15 PM,08:42 PM,08:47 PM,10:40 PM,10:45 PM,1:15 PM,2:15 PM
160,06/09/2024,"AthThulatha, 09 Jamada El Thaniah, 2024",03:09 AM,03:29 AM,05:06 AM,12:55 PM,01:15 PM,05:04 PM,05:15 PM,08:43 PM,08:48 PM,10:41 PM,10:46 PM,1:15 PM,2:15 PM
161,06/10/2024,"AlArbia'a, 10 Jamada El Thaniah, 2024",03:08 AM,03:28 AM,05:06 AM,12:55 PM,01:15 PM,05:05 PM,05:15 PM,08:44 PM,08:49 PM,10:42 PM,10:47 PM,1:15 PM,2:15 PM
162,06/11/2024,"AlKhamis, 11 Jamada El Thaniah, 2024",03:08 AM,03:28 AM,05:05 AM,12:55 PM,01:15 PM,05:05 PM,05:15 PM,08:44 PM,08:49 PM,10:42 PM,10:47 PM,1:15 PM,2:15 PM
163,06/12/2024,"AlJumaa, 12 Jamada El Thaniah, 2024",03:07 AM,03:27 AM,05:05 AM,12:55 PM,01:15 PM,05:05 PM,05:15 PM,08:45 PM,08:50 PM,10:43 PM,10:48 PM,1:15 PM,2:15 PM
164,06/13/2024,"AsSabt, 13 Jamada El Thaniah, 2024",03:07 AM,03:27 AM,05:05 AM,12:56 PM,01:15 PM,05:06 PM,05:15 PM,08:45 PM,08:50 PM,10:44 PM,10:49 PM,1:15 PM,2:15 PM
165,06/14/2024,"AlAhad, 14 Jamada El Thaniah, 2024",03:07 AM,03:27 AM,05:05 AM,12:56 PM,01:15 PM,05:06 PM,05:15 PM,08:46 PM,08:51 PM,10:45 PM,10:50 PM,1:15 PM,2:15 PM
166,06/15/2024,"AlEthnien, 15 Jamada El Thaniah, 2024",03:07 AM,03:27 AM,05:05 AM,12:56 PM,01:15 PM,05:06 PM,05:15 PM,08:46 PM,08:51 PM,10:45 PM,10:50 PM,1:15 PM,2:15 PM
167,06/16/2024,"AthThulatha, 16 Jamada El Thaniah, 2024",03:07 AM,03:27 AM,05:05 AM,12:56 PM,01:15 PM,05:06 PM,05:15 PM,08:47 PM,08:52 PM,10:46 PM,10:51 PM,1:15 PM,2:15 PM
168,06/17/2024,"AlArbia'a, 17 Jamada El Thaniah, 2024",03:07 AM,03:27 AM,05:05 AM,12:56 PM,01:15 PM,05:07 PM,05:15 PM,08:47 PM,08:52 PM,10:46 PM,10:51 PM,1:15 PM,2:15 PM
169,06/18/2024,"AlKhamis, 18 Jamada El Thaniah, 2024",03:07 AM,03:27 AM,05:05 AM,12:57 PM,01:15 PM,05:07 PM,05:15 PM,08:47 PM,08:52 PM,10:47 PM,10:52 PM,1:15 PM,2:15 PM
170,06/19/2024,"AlJumaa, 19 Jamada El Thaniah, 2024",03:07 AM,03:27 AM,05:05 AM,12:57 PM,01:15 PM,05:07 PM,05:15 PM,08:47 PM,08:52 PM,10:47 PM,10:52 PM,1:15 PM,2:15 PM
171,06/20/2024,"AsSabt, 20 Jamada El Thaniah, 2024",03:07 AM,03:27 AM,05:05 AM,12:57 PM,01:15 PM,05:07 PM,05:15 PM,08:48 PM,08:53 PM,10:47 PM,10:52 PM,1:15 PM,2:15 PM
172,06/21/2024,"AlAhad, 21 Jamada El Thaniah, 2024",03:07 AM,03:27 AM,05:06 AM,12:57 PM,01:15 PM,05:08 PM,05:15 PM,08:48 PM,08:53 PM,10:47 PM,10:52 PM,1:15 PM,2:15 PM
173,06/22/2024,"AlEthnien, 22 Jamada El Thaniah, 2024",03:07 AM,03:27 AM,05:06 AM,12:58 PM,01:15 PM,05:08 PM,05:15 PM,08:48 PM,08:53 PM,10:48 PM,10:53 PM,1:15 PM,2:15 PM
174,06/23/2024,"AthThulatha, 23 Jamada El Thaniah, 2024",03:08 AM,03:28 AM,05:06 AM,12:58 PM,01:15 PM,05:08 PM,05:15 PM,08:48 PM,08:53 PM,10:48 PM,10:53 PM,1:15 PM,2:15 PM
175,06/24/2024,"AlArbia'a, 24 Jamada El Thaniah, 2024",03:08 AM,03:28 AM,05:07 AM,12:58 PM,01:15 PM,05:08 PM,05:15 PM,08:48 PM,08:53 PM,10:48 PM,10:53 PM,1:15 PM,2:15 PM
176,06/25/2024,"AlKhamis, 25 Jamada El Thaniah, 2024",03:09 AM,03:29 AM,05:07 AM,12:58 PM,01:15 PM,05:08 PM,05:15 PM,08:48 PM,08:53 PM,10:47 PM,10:52 PM,1:15 PM,2:15 PM
177,06/26/2024,"AlJumaa, 26 Jamada El Thaniah, 2024",03:09 AM,03:29 AM,05:07 AM,12:58 PM,01:15 PM,05:09 PM,05:15 PM,08:48 PM,08:53 PM,10:47 PM,10:52 PM,1:15 PM,2:15 PM
178,06/27/2024,"AsSabt, 27 Jamada El Thaniah, 2024",03:10 AM,03:30 AM,05:08 AM,12:59 PM,01:15 PM,05:09 PM,05:15 PM,08:48 PM,08:53 PM,10:47 PM,10:52 PM,1:15 PM,2:15 PM
179,06/28/2024,"AlAhad, 28 Jamada El Thaniah, 2024",03:11 AM,03:31 AM,05:08 AM,12:59 PM,01:15 PM,05:09 PM,05:15 PM,08:48 PM,08:53 PM,10:47 PM,10:52 PM,1:15 PM,2:15 PM
180,06/29/2024,"AlEthnien, 29 Jamada El Thaniah, 2024",03:12 AM,03:32 AM,05:09 AM,12:59 PM,01:15 PM,05:09 PM,05:15 PM,08:48 PM,08:53 PM,10:46 PM,10:51 PM,1:15 PM,2:15 PM
181,06/30/2024,"AthThulatha, 30 Jamada El Thaniah, 2024",03:12 AM,03:32 AM,05:09 AM,12:59 PM,01:15 PM,05:09 PM,05:15 PM,08:48 PM,08:53 PM,10:46 PM,10:51 PM,1:15 PM,2:15 PM
182,07/01/2024,"AlArbia'a, 01 Rajab, 2024",03:13 AM,03:33 AM,05:10 AM,12:59 PM,01:15 PM,05:09 PM,05:15 PM,08:48 PM,08:53 PM,10:45 PM,10:50 PM,1:15 PM,2:15 PM
183,07/02/2024,"AlKhamis, 02 Rajab, 2024",03:14 AM,03:34 AM,05:10 AM,01:00 PM,01:15 PM,05:09 PM,05:15 PM,08:48 PM,08:53 PM,10:45 PM,10:50 PM,1:15 PM,2:15 PM
184,07/03/2024,"AlJumaa, 03 Rajab, 2024",03:15 AM,03:35 AM,05:11 AM,01:00 PM,01:15 PM,05:09 PM,05:15 PM,08:47 PM,08:52 PM,10:44 PM,10:49 PM,1:15 PM,2:15 PM
185,07/04/2024,"AsSabt, 04 Rajab, 2024",03:16 AM,03:36 AM,05:12 AM,01:00 PM,01:15 PM,05:09 PM,05:15 PM,08:47 PM,08:52 PM,10:43 PM,10:48 PM,1:15 PM,2:15 PM
186,07/05/2024,"AlAhad, 05 Rajab, 2024",03:17 AM,03:37 AM,05:12 AM,01:00 PM,01:15 PM,05:09 PM,05:15 PM,08:47 PM,08:52 PM,10:43 PM,10:48 PM,1:15 PM,2:15 PM
187,07/06/2024,"AlEthnien, 06 Rajab, 2024",03:19 AM,03:39 AM,05:13 AM,01:00 PM,01:15 PM,05:09 PM,05:15 PM,08:46 PM,08:51 PM,10:42 PM,10:47 PM,1:15 PM,2:15 PM
188,07/07/2024,"AthThulatha, 07 Rajab, 2024",03:20 AM,03:40 AM,05:14 AM,01:00 PM,01:15 PM,05:09 PM,05:15 PM,08:46 PM,08:51 PM,10:41 PM,10:46 PM,1:15 PM,2:15 PM
189,07/08/2024,"AlArbia'a, 08 Rajab, 2024",03:21 AM,03:41 AM,05:14 AM,01:01 PM,01:15 PM,05:09 PM,05:15 PM,08:45 PM,08:50 PM,10:40 PM,10:45 PM,1:15 PM,2:15 PM
190,07/09/2024,"AlKhamis, 09 Rajab, 2024",03:22 AM,03:42 AM,05:15 AM,01:01 PM,01:15 PM,05:09 PM,05:15 PM,08:45 PM,08:50 PM,10:39 PM,10:44 PM,1:15 PM,2:15 PM
191,07/10/2024,"AlJumaa, 10 Rajab, 2024",03:24 AM,03:44 AM,05:16 AM,01:01 PM,01:15 PM,05:09 PM,05:15 PM,08:44 PM,08:49 PM,10:38 PM,10:43 PM,1:15 PM,2:15 PM
192,07/11/2024,"AsSabt, 11 Rajab, 2024",03:25 AM,03:45 AM,05:17 AM,01:01 PM,01:15 PM,05:09 PM,05:15 PM,08:44 PM,08:49 PM,10:37 PM,10:42 PM,1:15 PM,2:15 PM
193,07/12/2024,"AlAhad, 12 Rajab, 2024",03:27 AM,03:47 AM,05:18 AM,01:01 PM,01:15 PM,05:09 PM,05:15 PM,08:43 PM,08:48 PM,10:36 PM,10:41 PM,1:15 PM,2:15 PM
194,07/13/2024,"AlEthnien, 13 Rajab, 2024",03:28 AM,03:48 AM,05:19 AM,01:01 PM,01:15 PM,05:09 PM,05:15 PM,08:42 PM,08:47 PM,10:34 PM,10:39 PM,1:15 PM,2:15 PM
195,07/14/2024,"AthThulatha, 14 Rajab, 2024",03:30 AM,03:50 AM,05:20 AM,01:01 PM,01:15 PM,05:09 PM,05:15 PM,08:42 PM,08:47 PM,10:33 PM,10:38 PM,1:15 PM,2:15 PM
196,07/15/2024,"AlArbia'a, 15 Rajab, 2024",03:31 AM,03:51 AM,05:20 AM,01:01 PM,01:15 PM,05:09 PM,05:15 PM,08:41 PM,08:46 PM,10:32 PM,10:37 PM,1:15 PM,2:15 PM
197,07/16/2024,"AlKhamis, 16 Rajab, 2024",03:33 AM,03:53 AM,05:21 AM,01:02 PM,01:15 PM,05:08 PM,05:15 PM,08:40 PM,08:45 PM,10:30 PM,10:35 PM,1:15 PM,2:15 PM
198,07/17/2024,"AlJumaa, 17 Rajab, 2024",03:34 AM,03:54 AM,05:22 AM,01:02 PM,01:15 PM,05:08 PM,05:15 PM,08:39 PM,08:44 PM,10:29 PM,10:34 PM,1:15 PM,2:15 PM
199,07/18/2024,"AsSabt, 18 Rajab, 2024",03:36 AM,03:56 AM,05:23 AM,01:02 PM,01:15 PM,05:08 PM,05:15 PM,08:39 PM,08:44 PM,10:28 PM,10:33 PM,1:15 PM,2:15 PM
200,07/19/2024,"AlAhad, 19 Rajab, 2024",03:37 AM,03:57 AM,05:24 AM,01:02 PM,01:15 PM,05:08 PM,05:15 PM,08:38 PM,08:43 PM,10:26 PM,10:31 PM,1:15 PM,2:15 PM
201,07/20/2024,"AlEthnien, 20 Rajab, 2024",03:39 AM,03:59 AM,05:25 AM,01:02 PM,01:15 PM,05:08 PM,05:15 PM,08:37 PM,08:42 PM,10:25 PM,10:30 PM,1:15 PM,2:15 PM
202,07/21/2024,"AthThulatha, 21 Rajab, 2024",03:41 AM,04:01 AM,05:26 AM,01:02 PM,01:15 PM,05:07 PM,05:15 PM,08:36 PM,08:41 PM,10:23 PM,10:28 PM,1:15 PM,2:15 PM
203,07/22/2024,"AlArbia'a, 22 Rajab, 2024",03:42 AM,04:02 AM,05:27 AM,01:02 PM,01:15 PM,05:07 PM,05:15 PM,08:35 PM,08:40 PM,10:21 PM,10:26 PM,1:15 PM,2:15 PM
204,07/23/2024,"AlKhamis, 23 Rajab, 2024",03:44 AM,04:04 AM,05:28 AM,01:02 PM,01:15 PM,05:07 PM,05:15 PM,08:34 PM,08:39 PM,10:20 PM,10:25 PM,1:15 PM,2:15 PM
205,07/24/2024,"AlJumaa, 24 Rajab, 2024",03:46 AM,04:06 AM,05:30 AM,01:02 PM,01:15 PM,05:06 PM,05:15 PM,08:33 PM,08:38 PM,10:18 PM,10:23 PM,1:15 PM,2:15 PM
206,07/25/2024,"AsSabt, 25 Rajab, 2024",03:48 AM,04:08 AM,05:31 AM,01:02 PM,01:15 PM,05:06 PM,05:15 PM,08:32 PM,08:37 PM,10:16 PM,10:21 PM,1:15 PM,2:15 PM
207,07/26/2024,"AlAhad, 26 Rajab, 2024",03:49 AM,04:09 AM,05:32 AM,01:02 PM,01:15 PM,05:06 PM,05:15 PM,08:30 PM,08:35 PM,10:15 PM,10:20 PM,1:15 PM,2:15 PM
208,07/27/2024,"AlEthnien, 27 Rajab, 2024",03:51 AM,04:11 AM,05:33 AM,01:02 PM,01:15 PM,05:05 PM,05:15 PM,08:29 PM,08:34 PM,10:13 PM,10:18 PM,1:15 PM,2:15 PM
209,07/28/2024,"AthThulatha, 28 Rajab, 2024",03:53 AM,04:13 AM,05:34 AM,01:02 PM,01:15 PM,05:05 PM,05:15 PM,08:28 PM,08:33 PM,10:11 PM,10:16 PM,1:15 PM,2:15 PM
210,07/29/2024,"AlArbia'a, 29 Rajab, 2024",03:54 AM,04:14 AM,05:35 AM,01:02 PM,01:15 PM,05:04 PM,05:15 PM,08:27 PM,08:32 PM,10:09 PM,10:14 PM,1:15 PM,2:15 PM
211,07/30/2024,"AlKhamis, 30 Rajab, 2024",03:56 AM,04:16 AM,05:36 AM,01:02 PM,01:15 PM,05:04 PM,05:15 PM,08:26 PM,08:31 PM,10:07 PM,10:12 PM,1:15 PM,2:15 PM
212,07/31/2024,"AlJumaa, 31 Rajab, 2024",03:58 AM,04:18 AM,05:37 AM,01:02 PM,01:15 PM,05:03 PM,05:15 PM,08:24 PM,08:29 PM,10:06 PM,10:11 PM,1:15 PM,2:15 PM
213,08/01/2024,"AsSabt, 01 Sha'ban, 2024",04:00 AM,04:20 AM,05:39 AM,01:02 PM,01:15 PM,05:03 PM,05:15 PM,08:23 PM,08:28 PM,10:04 PM,10:09 PM,1:15 PM,2:15 PM
214,08/02/2024,"AlAhad, 02 Sha'ban, 2024",04:02 AM,04:22 AM,05:40 AM,01:02 PM,01:15 PM,05:02 PM,05:15 PM,08:22 PM,08:27 PM,10:02 PM,10:07 PM,1:15 PM,2:15 PM
215,08/03/2024,"AlEthnien, 03 Sha'ban, 2024",04:03 AM,04:23 AM,05:41 AM,01:02 PM,01:15 PM,05:02 PM,05:15 PM,08:21 PM,08:26 PM,10:00 PM,10:05 PM,1:15 PM,2:15 PM
216,08/04/2024,"AthThulatha, 04 Sha'ban, 2024",04:05 AM,04:25 AM,05:42 AM,01:01 PM,01:15 PM,05:01 PM,05:15 PM,08:19 PM,08:24 PM,09:58 PM,10:03 PM,1:15 PM,2:15 PM
217,08/05/2024,"AlArbia'a, 05 Sha'ban, 2024",04:07 AM,04:27 AM,05:43 AM,01:01 PM,01:15 PM,05:01 PM,05:15 PM,08:18 PM,08:23 PM,09:56 PM,10:01 PM,1:15 PM,2:15 PM
218,08/06/2024,"AlKhamis, 06 Sha'ban, 2024",04:09 AM,04:29 AM,05:44 AM,01:01 PM,01:15 PM,05:00 PM,05:15 PM,08:16 PM,08:21 PM,09:54 PM,09:59 PM,1:15 PM,2:15 PM
219,08/07/2024,"AlJumaa, 07 Sha'ban, 2024",04:10 AM,04:30 AM,05:46 AM,01:01 PM,01:15 PM,04:59 PM,05:15 PM,08:15 PM,08:20 PM,09:52 PM,09:57 PM,1:15 PM,2:15 PM
220,08/08/2024,"AsSabt, 08 Sha'ban, 2024",04:12 AM,04:32 AM,05:47 AM,01:01 PM,01:15 PM,04:59 PM,05:15 PM,08:13 PM,08:18 PM,09:50 PM,09:55 PM,1:15 PM,2:15 PM
